token,tag,pos
کلا,X,other
او,CONJ,coordinating conjunction
جمعه,CONJ,coordinating conjunction
کلا,NOUN,noun
ترمنځ,ADP,adposition
،,PUNCT,punctuation
عامې,X,other
لارې,X,other
ته,PRT,particle
وسلوال,PRON,pronoun
طالبان,NOUN,proper noun
را,X,other
وتلي,X,other
او,CONJ,coordinating conjunction
موټر,CONJ,coordinating conjunction
تلاشي,NOUN,noun
کوي,VERB,verb
.,PUNCT,punctuation
څو,ADV,adverb
ورځې,NOUN,noun
وړاندې,ADP,adposition
هم,ADP,adposition
د,X,other
خوست,X,other
او,CONJ,coordinating conjunction
پکتیا,CONJ,coordinating conjunction
د,X,other
سپرلۍ,X,other
موټر,NOUN,noun
،,PUNCT,punctuation
د,X,other
طالبانو,NOUN,proper noun
او,CONJ,coordinating conjunction
افغان,NOUN,proper noun
پوځ,NOUN,proper noun
ترمنځ,ADP,adposition
پر,PRT,particle
جګړه,NOUN,noun
ور,NOUN,noun
برابر,NOUN,noun
شوی,VERB,verb
او,CONJ,coordinating conjunction
۱۲,CONJ,coordinating conjunction
مساپر,X,other
په,PRT,particle
کې,PRT,particle
ژوبل,X,other
شوي,VERB,verb
وو,X,other
.,PUNCT,punctuation
زلمی,PUNCT,punctuation
د,X,other
پکتیا,X,other
-,PUNCT,punctuation
کابل,NOUN,proper noun
پر,PRT,particle
لار,X,other
ټکسي,NOUN,noun
چلوي,NOUN,noun
او,CONJ,coordinating conjunction
دا,DET,determiner
لار,X,other
ډېره,NOUN,noun
خطرناکه,X,other
بولي,X,other
:,PUNCT,punctuation
"""",PUNCT,punctuation
هر,DET,determiner
وخت,NOUN,noun
طالبان,NOUN,proper noun
د,X,other
تلاشي,X,other
لپاره,X,other
پوستې,PRON,pronoun
اچوي,X,other
،,PUNCT,punctuation
کمین,X,other
وي,X,other
،,PUNCT,punctuation
جنګ,X,other
وي,NOUN,noun
،,PUNCT,punctuation
ډېر,ADJ,adjective
وخت,NOUN,noun
جنګ,NOUN,noun
کې,PRT,particle
ګیر,X,other
شوی,VERB,verb
یم,X,other
.,PUNCT,punctuation
له,PRT,particle
ماینونو,X,other
سره,ADP,adposition
مخ,X,other
شوی,VERB,verb
یم,X,other
پکتیکاوال,X,other
هم,ADP,adposition
شکایت,X,other
کوي,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
جګړې,X,other
له,PRT,particle
امله,X,other
د,X,other
پکتیا,X,other
پر,PRT,particle
زرمت,X,other
نه,PRT,particle
شي,VERB,verb
ورتللی,VERB,verb
او,VERB,verb
د,X,other
غزني,X,other
لار,X,other
خو,CONJ,coordinating conjunction
هسې,CONJ,coordinating conjunction
هم,ADP,adposition
د,X,other
مرګ,X,other
سره,ADP,adposition
لوبې,X,other
بولي,X,other
.,PUNCT,punctuation
د,X,other
ارزګان,X,other
-,PUNCT,punctuation
کندهار,PUNCT,punctuation
،,PUNCT,punctuation
هرات,NOUN,proper noun
-,PUNCT,punctuation
کندهار,PUNCT,punctuation
او,CONJ,coordinating conjunction
کابل,NOUN,proper noun
-,PUNCT,punctuation
کندهار,PUNCT,punctuation
لویې,NOUN,noun
لارې,X,other
هم,ADP,adposition
خورا,X,other
نا,ADJ,adjective
امنه,NOUN,noun
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
دې,PRON,pronoun
سیمو,PRON,pronoun
خلک,NOUN,noun
وايي,VERB,verb
،,PUNCT,punctuation
دغلته,X,other
طالبان,NOUN,proper noun
لویو,X,other
لارو,X,other
ته,PRT,particle
وځي,PRON,pronoun
او,CONJ,coordinating conjunction
د,X,other
افغان,NOUN,proper noun
حکومت,NOUN,noun
کارکوونکو,NOUN,noun
د,X,other
لټولو,X,other
لپاره,X,other
د,X,other
سپرلۍ,X,other
موټر,NOUN,noun
تلاشي,NOUN,noun
کوي,VERB,verb
.,PUNCT,punctuation
د,X,other
زابل,X,other
اوسیدونکی,NOUN,noun
رحمت,X,other
الله,NOUN,proper noun
وايي,VERB,verb
،,PUNCT,punctuation
دولتي,X,other
کارکوونکي,ADJ,adjective
اړ,X,other
دي,VERB,verb
،,PUNCT,punctuation
کابل,NOUN,proper noun
ته,PRT,particle
په,PRT,particle
الوتکه,X,other
کې,PRT,particle
لاړ,X,other
شي,VERB,verb
د,X,other
کلات,X,other
او,CONJ,coordinating conjunction
کابل,NOUN,proper noun
لار,X,other
یو,DET,determiner
مخ,X,other
ناامنه,NOUN,noun
ده,VERB,verb
،,PUNCT,punctuation
ماینونه,X,other
جګړې,X,other
،,PUNCT,punctuation
د,X,other
وسلوالو,X,other
له,PRT,particle
خوا,X,other
له,PRT,particle
موټرو,X,other
د,X,other
دولتي,X,other
کسانو,NOUN,noun
کوزول,X,other
بیا,VERB,VERB
د,X,other
هغوی,PRON,pronoun
وېرول,X,other
،,PUNCT,punctuation
بندي,X,other
کول,NOUN,noun
او,CONJ,coordinating conjunction
وژل,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
دې,PRON,pronoun
لار,PRON,pronoun
تګ,NOUN,noun
د,X,other
ځان,NOUN,noun
وژنې,NOUN,noun
په,PRT,particle
مانا,X,other
دی,VERB,verb
د,X,other
هیواد,NOUN,noun
شمالي,X,other
ولایتونو,ADJ,adjective
ترمنځ,ADP,adposition
پر,PRT,particle
سرکونو,X,other
تلونکي,X,other
خلک,NOUN,noun
هم,ADP,adposition
خپل,ADJ,adjective
تګ,ADJ,adjective
راتګ,NOUN,noun
له,PRT,particle
خطره,X,other
ډک,X,other
بولي,ADJ,adjective
.,PUNCT,punctuation
تخار,PUNCT,punctuation
-,PUNCT,punctuation
کندوز,PUNCT,punctuation
او,CONJ,coordinating conjunction
کندوز,CONJ,coordinating conjunction
-,PUNCT,punctuation
بغلان,PUNCT,punctuation
لارې,NOUN,proper noun
چې,PRT,particle
د,X,other
افغانستان,NOUN,proper noun
شمال,NOUN,noun
او,CONJ,coordinating conjunction
شمال,NOUN,noun
ختیځ,NOUN,noun
ولایتونه,X,other
له,PRT,particle
پلازمېنې,X,other
کابل,NOUN,proper noun
سره,ADP,adposition
نښلوي,X,other
،,PUNCT,punctuation
تر,ADP,adposition
بل,CONJ,coordinating conjunction
هر,DET,determiner
وخت,NOUN,noun
نا,NOUN,noun
کراره,NOUN,noun
شوې,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
دې,PRON,pronoun
لارې,PRON,pronoun
مساپر,X,other
او,CONJ,coordinating conjunction
موټر,CONJ,coordinating conjunction
چلوونکي,NOUN,noun
وایي,X,other
له,PRT,particle
تخار,X,other
تر,ADP,adposition
بغلان,X,other
څو,ADV,adverb
ځایه,X,other
طالبان,NOUN,proper noun
پاټکونه,X,other
لري,VERB,verb
،,PUNCT,punctuation
ګاډي,X,other
او,CONJ,coordinating conjunction
مساپر,CONJ,coordinating conjunction
پلټي,NOUN,noun
.,PUNCT,punctuation
طالب,NOUN,proper noun
ویاند,NOUN,noun
ذبیح,NOUN,noun
الله,NOUN,proper noun
مجاهد,NOUN,proper noun
بي,ADJ,adjective
بي,X,other
سي,X,other
ته,PRT,particle
ویلي,VERB,verb
،,PUNCT,punctuation
پر,PRT,particle
لویو,X,other
لارو,X,other
د,X,other
دوی,X,other
تلاشي,NOUN,noun
د,X,other
جګړې,X,other
د,X,other
شدت,X,other
په,PRT,particle
مانا,X,other
نه,PRT,particle
ده,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
وايي,VERB,verb
،,PUNCT,punctuation
افغان,NOUN,proper noun
حکومت,NOUN,noun
د,X,other
امنیتي,ADJ,adjective
پوستو,X,other
او,CONJ,coordinating conjunction
عملیاتو,CONJ,coordinating conjunction
زیاتولو,X,other
هڅه,NOUN,noun
پیل,NOUN,noun
کړې,X,other
او,CONJ,coordinating conjunction
دوی,CONJ,coordinating conjunction
یې,ADP,adposition
غبرګون,VERB,VERB
کې,PRT,particle
دا,DET,determiner
ګام,X,other
اوچتوي,NOUN,noun
د,X,other
سړک,X,other
پر,PRT,particle
سر,X,other
تلاشي,X,other
،,PUNCT,punctuation
یا,CONJ,coordinating conjunction
له,PRT,particle
خلکو,NOUN,noun
پوښتنه,X,other
،,PUNCT,punctuation
یا,CONJ,coordinating conjunction
موټر,CONJ,coordinating conjunction
درول,NOUN,noun
او,CONJ,coordinating conjunction
خپل,ADJ,adjective
شک,ADJ,adjective
اېستل,ADJ,adjective
د,X,other
جګړې,X,other
په,PRT,particle
مانا,X,other
نه,PRT,particle
ده,VERB,verb
،,PUNCT,punctuation
دوی,X,other
چې,PRT,particle
عملیات,X,other
کوي,VERB,verb
،,PUNCT,punctuation
موږ,X,other
مجبور,PRON,pronoun
یو,DET,determiner
،,PUNCT,punctuation
جګړه,NOUN,noun
ور,NOUN,noun
سره,ADP,adposition
وکړو,X,other
،,PUNCT,punctuation
دا,DET,determiner
په,PRT,particle
دې,PRON,pronoun
مانا,PRON,pronoun
ده,VERB,verb
چې,PRT,particle
دوی,X,other
پوستې,NOUN,noun
پرانیځي,X,other
،,PUNCT,punctuation
مجاهدین,X,other
د,X,other
خپلو,ADJ,adjective
پوستو,X,other
د,X,other
ساتلو,X,other
حق,X,other
لري,VERB,verb
د,X,other
افغانستان,NOUN,proper noun
دفاع,NOUN,proper noun
وزارت,NOUN,noun
هم,ADP,adposition
د,X,other
لویو,X,other
لارو,X,other
نا,X,other
امني,NOUN,noun
مني,X,other
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
وايي,VERB,verb
،,PUNCT,punctuation
د,X,other
ولایتونو,X,other
له,PRT,particle
نظامي,X,other
مشرانو,ADJ,adjective
سره,ADP,adposition
په,PRT,particle
مشوره,X,other
یې,ADP,adposition
د,X,other
کرارولو,X,other
هڅې,X,other
پیل,NOUN,noun
کړې,X,other
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
دفاع,X,other
وزارت,NOUN,noun
ویاند,NOUN,noun
فواد,NOUN,noun
امان,X,other
بي,X,other
بي,X,other
سي,X,other
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
دفاع,NOUN,proper noun
وزیر,NOUN,noun
څه,X,other
موده,X,other
وړاندې,ADP,adposition
لوګر,X,other
ته,PRT,particle
لاړ,PRON,pronoun
او,CONJ,coordinating conjunction
هلته,CONJ,coordinating conjunction
یې,ADP,adposition
حالات,VERB,VERB
په,PRT,particle
تېره,X,other
کابل,NOUN,proper noun
-,PUNCT,punctuation
لوګر,PUNCT,punctuation
او,CONJ,coordinating conjunction
کابل,NOUN,proper noun
-,PUNCT,punctuation
پکتیا,PUNCT,punctuation
لویه,NOUN,proper noun
لار,X,other
وکتله,NOUN,noun
ځايي,X,other
چارواکو,ADJ,adjective
ته,PRT,particle
یې,ADP,adposition
سپارښتنه,VERB,VERB
کړې,NOUN,noun
چې,PRT,particle
د,X,other
لویې,X,other
لارې,X,other
د,X,other
امنیت,NOUN,noun
خوندیتوب,X,other
ډېرې,X,other
هڅې,X,other
وکړي,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
ډول,X,other
د,X,other
نورو,DET,determiner
لویو,X,other
لارو,X,other
امنیت,NOUN,noun
لپاره,X,other
هم,ADP,adposition
جدي,ADJ,adjective
هڅې,ADJ,adjective
روانې,NOUN,noun
دي,VERB,verb
له,PRT,particle
تیرو,X,other
دوو,DET,determiner
لسیزو,X,other
راهیسې,X,other
د,X,other
کابل,NOUN,proper noun
-,PUNCT,punctuation
هرات,NOUN,proper noun
لویې,X,other
لارې,X,other
په,PRT,particle
اوږدو,X,other
کې,PRT,particle
ډېر,ADJ,adjective
ځله,X,other
د,X,other
جګړې,X,other
او,CONJ,coordinating conjunction
په,PRT,particle
سړک,X,other
کې,PRT,particle
د,X,other
ماینونو,X,other
د,X,other
چاودېدو,X,other
له,PRT,particle
امله,X,other
مرګ,X,other
‌,NOUN,noun
ژوبله,X,other
اوړي,NOUN,noun
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
ولایتونو,X,other
ترمنځ,ADP,adposition
د,X,other
هوايي,X,other
تګ,ADJ,adjective
راتګ,NOUN,noun
د,X,other
امکان,X,other
محدودیت,NOUN,noun
او,CONJ,coordinating conjunction
یا,CONJ,coordinating conjunction
یې,ADP,adposition
ډېر,ADJ,adjective
لګښت,X,other
خلک,NOUN,noun
اړ,NOUN,noun
کړي,VERB,verb
چې,PRT,particle
پرلویو,X,other
لارو,X,other
تګ,X,other
راتګ,NOUN,noun
وکړي,VERB,verb
او,CONJ,coordinating conjunction
خطر,CONJ,coordinating conjunction
ومني,NOUN,noun
.,PUNCT,punctuation
۵,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲۵,PUNCT,punctuation
جون,NOUN,noun
کې,PRT,particle
په,PRT,particle
کورونا,NOUN,proper noun
ويروس,X,other
د,X,other
اخته,ADJ,adjective
کسانو,NOUN,noun
شمېر,NOUN,noun
له,PRT,particle
۳۰,X,other
زرو,X,other
اوښتی,X,other
،,PUNCT,punctuation
داسې,X,other
حال,NOUN,noun
کې,PRT,particle
چې,PRT,particle
له,PRT,particle
دې,PRON,pronoun
ناروغۍ,NOUN,noun
يې,X,other
د,X,other
مړينو,X,other
رسمي,X,other
شمېر,NOUN,noun
۶۷۵,NOUN,noun
دی,VERB,verb
.,PUNCT,punctuation
افغان,NOUN,proper noun
روغتيا,NOUN,noun
وزارت,NOUN,noun
وايي,VERB,verb
تېره,X,other
يوه,ADJ,adjective
ورځ,NOUN,noun
یې,ADP,adposition
۳۶,VERB,VERB
کسان,NOUN,noun
مړه,NOUN,noun
شوي,VERB,verb
،,PUNCT,punctuation
او,CONJ,coordinating conjunction
له,PRT,particle
درې,NUM,numeral
سوو,NUM,numeral
ډېر,ADJ,adjective
نور,X,other
روغ,ADJ,adjective
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
افغانستان,NOUN,proper noun
ته,PRT,particle
کورونا,NOUN,proper noun
ناروغي,X,other
د,X,other
رسمي,X,other
وينا,ADJ,adjective
له,PRT,particle
مخې,X,other
له,PRT,particle
ايرانه,X,other
ورغلې,X,other
ده,VERB,verb
.,PUNCT,punctuation
راځئ,PUNCT,punctuation
دلته,X,other
له,PRT,particle
ايران,NOUN,proper noun
سره,ADP,adposition
په,PRT,particle
پوله,X,other
د,X,other
فراه,X,other
ولايت,X,other
يو,NOUN,noun
شمېر,NOUN,noun
خلکو,NOUN,noun
خبرې,X,other
واورو,NOUN,noun
چې,PRT,particle
پر,PRT,particle
کورونا,NOUN,proper noun
ناورغۍ,X,other
،,PUNCT,punctuation
غږېږي,X,other
.,PUNCT,punctuation
۵,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲۵,PUNCT,punctuation
جون,NOUN,noun
نړیوالې,X,other
ترهګرۍ,X,other
په,PRT,particle
اړه,X,other
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
د,X,other
۲۰۱۹,NUM,numeral
کال,NOUN,noun
لپاره,X,other
کلني,PRON,pronoun
رپوټ,NOUN,noun
کې,PRT,particle
ویل,VERB,verb
شوي,VERB,verb
چې,PRT,particle
پاکستان,NOUN,proper noun
د,X,other
۲۰۱۹,NUM,numeral
کال,NOUN,noun
په,PRT,particle
ترڅ,ADP,adposition
کې,PRT,particle
د,X,other
افغان,NOUN,proper noun
طالبانو,NOUN,proper noun
،,PUNCT,punctuation
حقاني,X,other
شبکې,ADJ,adjective
او,CONJ,coordinating conjunction
لشکر,CONJ,coordinating conjunction
طیبه,X,other
په,PRT,particle
ګډون,X,other
هغو,PRON,pronoun
ترهګرو,X,other
ډلو,X,other
ته,PRT,particle
خپله,PRON,pronoun
خاوره,X,other
کې,PRT,particle
د,X,other
فعالیت,X,other
اجازه,NOUN,noun
ور,NOUN,noun
کړې,NOUN,noun
چې,PRT,particle
پر,PRT,particle
سیمه,X,other
تمرکز,X,other
لري,VERB,verb
.,PUNCT,punctuation
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
په,PRT,particle
دې,PRON,pronoun
رپوټ,NOUN,noun
کې,PRT,particle
ټېنګار,X,other
شوی,VERB,verb
چې,PRT,particle
په,PRT,particle
۲۰۱۹,NUM,numeral
کال,NOUN,noun
کې,PRT,particle
د,X,other
پاکستان,NOUN,proper noun
ځینو,NOUN,noun
مدرسو,X,other
کې,PRT,particle
لا,X,other
هم,ADP,adposition
توندلاري,X,other
تدریس,X,other
کېدله,X,other
.,PUNCT,punctuation
رپوټ,NOUN,noun
د,X,other
۲۰۱۹,NUM,numeral
په,PRT,particle
تړاو,X,other
وایي,NOUN,noun
پاکستان,NOUN,proper noun
افغان,NOUN,proper noun
طالبانو,NOUN,proper noun
او,CONJ,coordinating conjunction
ور,CONJ,coordinating conjunction
پورې,NOUN,noun
تړلې,VERB,verb
حقاني,X,other
شبکې,ADJ,adjective
چې,PRT,particle
افغانستان,NOUN,proper noun
په,PRT,particle
نښه,X,other
کوي,VERB,verb
او,CONJ,coordinating conjunction
همدارنګه,CONJ,coordinating conjunction
د,X,other
لښکر,X,other
طیبه,NOUN,noun
او,CONJ,coordinating conjunction
ور,CONJ,coordinating conjunction
پورې,NOUN,noun
تړلو,X,other
ډلو,X,other
ته,PRT,particle
چې,PRT,particle
هند,NOUN,proper noun
په,PRT,particle
نښه,X,other
کوې,NOUN,noun
اجازه,NOUN,noun
ور,NOUN,noun
کړې,NOUN,noun
چې,PRT,particle
له,PRT,particle
خپلې,X,other
خاورې,ADJ,adjective
یې,ADP,adposition
عملیات,VERB,VERB
وکړي,VERB,verb
رپوټ,NOUN,noun
کې,PRT,particle
ځینو,X,other
هغو,PRON,pronoun
ګامونو,X,other
ته,PRT,particle
هم,ADP,adposition
اشاره,X,other
شوې,VERB,verb
چې,PRT,particle
پاکستان,NOUN,proper noun
په,PRT,particle
۲۰۱۹,NUM,numeral
کال,NOUN,noun
کې,PRT,particle
د,X,other
ځینو,X,other
ډلو,X,other
د,X,other
مالي,X,other
سرچینو,ADJ,adjective
د,X,other
له,PRT,particle
منځه,X,other
وړلو,NOUN,noun
برخه,NOUN,noun
کې,PRT,particle
اخستې,X,other
دي,VERB,verb
.,PUNCT,punctuation
رپوټ,NOUN,noun
زیاتوي,NOUN,noun
چې,PRT,particle
د,X,other
وړم,X,other
کال,NOUN,noun
فبرورۍ,NOUN,noun
کې,PRT,particle
په,PRT,particle
جمو,X,other
کشمیر,X,other
کې,PRT,particle
د,X,other
هندي,X,other
ځواکونو,NOUN,noun
پر,PRT,particle
کاروان,X,other
له,PRT,particle
برید,NOUN,noun
وروسته,X,other
پاکستان,NOUN,proper noun
د,X,other
ځینو,X,other
ترهګرو,X,other
ډلو,X,other
د,X,other
مالي,X,other
سرچینو,ADJ,adjective
بندولو,X,other
او,CONJ,coordinating conjunction
مهارولو,CONJ,coordinating conjunction
لپاره,X,other
یو,DET,determiner
شمېر,NOUN,noun
ګامونه,NOUN,noun
پورته,X,other
کړل,VERB,verb
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
امریکا,NOUN,proper noun
دا,DET,determiner
ګامونه,X,other
کافي,X,other
نه,PRT,particle
بولي,X,other
او,CONJ,coordinating conjunction
له,PRT,particle
پاکستانه,X,other
غوښتنه,NOUN,noun
شوې,VERB,verb
چې,PRT,particle
د,X,other
هغو,PRON,pronoun
وسلوالو,X,other
پرضد,X,other
پرېکنده,PRT,particle
ګامونه,X,other
پورته,X,other
کړي,VERB,verb
چې,PRT,particle
افغانستان,NOUN,proper noun
او,CONJ,coordinating conjunction
هند,NOUN,proper noun
کې,PRT,particle
بریدونه,NOUN,noun
کوي,VERB,verb
.,PUNCT,punctuation
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
پاکستان,NOUN,proper noun
کې,PRT,particle
شویو,VERB,verb
بریدونو,X,other
ته,PRT,particle
اشاره,PRON,pronoun
کړې,X,other
او,CONJ,coordinating conjunction
زیاتوي,CONJ,coordinating conjunction
چې,PRT,particle
تېر,X,other
کال,NOUN,noun
دغه,DET,determiner
هېواد,PRON,pronoun
کې,PRT,particle
د,X,other
تحریک,X,other
طالبان,NOUN,proper noun
پاکستان,NOUN,proper noun
او,CONJ,coordinating conjunction
داعش,CONJ,coordinating conjunction
خراسان,X,other
ډلو,NOUN,noun
ترهګریز,X,other
بریدونه,NOUN,noun
کړي,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
دا,DET,determiner
بریدونه,NOUN,noun
تر,ADP,adposition
۲۰۱۸,NUM,numeral
کال,NOUN,noun
کم,ADJ,adjective
بلل,ADJ,adjective
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
رپوټ,NOUN,noun
د,X,other
افغانستان,NOUN,proper noun
په,PRT,particle
هکله,X,other
څه,X,other
وايي,VERB,verb
؟,X,other
دې,PRON,pronoun
پوسټ,X,other
نه,PRT,particle
تېرشئ,X,other
",",PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
اسلامي,NOUN,proper noun
جمهوري,ADJ,adjective
دولت,ADJ,adjective
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
د,X,other
دې,PRON,pronoun
راپور,PRON,pronoun
هرکلی,NOUN,noun
کوي,VERB,verb
چې,PRT,particle
ويلي,X,other
یې,ADP,adposition
دي,VERB,verb
،,PUNCT,punctuation
افغانستان,NOUN,proper noun
د,X,other
نړیوال,ADJ,adjective
ایتلاف,NOUN,noun
یوازینی,X,other
غړی,X,other
هیواد,NOUN,noun
دی,VERB,verb
چې,PRT,particle
داعش,X,other
یې,ADP,adposition
په,PRT,particle
مرکزي,ADJ,adjective
او,CONJ,coordinating conjunction
جنوبي,ADJ,adjective
اسیا,ADJ,adjective
کې,PRT,particle
مات,X,other
کړی,VERB,verb
دی,VERB,verb
د,X,other
‍,X,other
پوسټ,X,other
پای,X,other
",",PUNCT,punctuation
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
په,PRT,particle
رپوټ,NOUN,noun
کې,PRT,particle
په,PRT,particle
ځانګړې,ADJ,adjective
توګه,ADJ,adjective
د,X,other
کابل,NOUN,proper noun
او,CONJ,coordinating conjunction
جلا,CONJ,coordinating conjunction
اباد,ADJ,adjective
ښارونو,X,other
بریدونو,X,other
ته,PRT,particle
اشاره,PRON,pronoun
شوې,VERB,verb
او,CONJ,coordinating conjunction
ویل,VERB,verb
شوي,VERB,verb
چې,PRT,particle
په,PRT,particle
۲۰۱۹,NUM,numeral
کال,NOUN,noun
کې,PRT,particle
طالبانو,NOUN,proper noun
او,CONJ,coordinating conjunction
حقاني,CONJ,coordinating conjunction
شبکې,ADJ,adjective
بریدونه,NOUN,noun
ډېر,ADJ,adjective
کړي,VERB,verb
او,CONJ,coordinating conjunction
داعش,CONJ,coordinating conjunction
خراسان,X,other
ډلې,NOUN,noun
هم,ADP,adposition
پر,PRT,particle
ولسي,X,other
وګړو,X,other
،,PUNCT,punctuation
په,PRT,particle
ځانګړې,ADJ,adjective
توګه,ADJ,adjective
پر,PRT,particle
مذهبي,X,other
لږکیو,ADJ,adjective
بریدونه,NOUN,noun
روان,X,other
ساتلي,X,other
دي,VERB,verb
.,PUNCT,punctuation
رپوټ,NOUN,noun
کې,PRT,particle
د,X,other
ډیورنډ,X,other
کرښې,X,other
په,PRT,particle
اوږدو,X,other
کې,PRT,particle
پرتې,X,other
سېمې,NOUN,noun
د,X,other
داعش,X,other
،,PUNCT,punctuation
د,X,other
پاکستاني,X,other
طالبانو,NOUN,proper noun
تحریک,X,other
او,CONJ,coordinating conjunction
نورو,DET,determiner
ترهګرو,X,other
ډلو,X,other
د,X,other
خوندي,X,other
پټنځیو,ADJ,adjective
په,PRT,particle
توګه,X,other
یادې,NOUN,noun
شوې,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
امریکا,NOUN,proper noun
د,X,other
داعش,X,other
ډلې,X,other
ضد,ADV,adverb
نړیوال,ADJ,adjective
ایتلاف,NOUN,noun
غړو,X,other
په,PRT,particle
ډله,NOUN,noun
کې,PRT,particle
افغانستان,NOUN,proper noun
د,X,other
داسې,X,other
یوازیني,X,other
هېواد,X,other
په,PRT,particle
توګه,X,other
یاد,NOUN,noun
کړی,VERB,verb
چې,PRT,particle
په,PRT,particle
سویلي,X,other
او,CONJ,coordinating conjunction
منځنۍ,CONJ,coordinating conjunction
اسیا,X,other
کې,PRT,particle
یې,ADP,adposition
دا,DET,determiner
ډله,NOUN,noun
ماته,NOUN,noun
کړې,NOUN,noun
ده,VERB,verb
.,PUNCT,punctuation
د,X,other
افغان,NOUN,proper noun
دولت,NOUN,proper noun
غبرګوند,NOUN,noun
افغان,NOUN,proper noun
ولسمشر,NOUN,noun
محمد,NOUN,proper noun
اشرف,NOUN,noun
غني,NOUN,proper noun
ویاند,ADJ,adjective
صدیق,NOUN,noun
صدیقي,NOUN,noun
دې,PRON,pronoun
رپوټ,NOUN,noun
ته,PRT,particle
په,PRT,particle
غبرګون,X,other
کې,PRT,particle
ویلي,VERB,verb
،,PUNCT,punctuation
افغان,NOUN,proper noun
حکومت,NOUN,noun
د,X,other
دې,PRON,pronoun
رپوټ,NOUN,noun
تود,NOUN,noun
هر,DET,determiner
کلی,ADJ,adjective
کوي,VERB,verb
.,PUNCT,punctuation
هغه,PRON,pronoun
پر,PRT,particle
ټویټر,X,other
یوه,DET,determiner
بیان,DET,determiner
کې,PRT,particle
ویلي,VERB,verb
د,X,other
۲۰۱۹,NUM,numeral
کال,NOUN,noun
لپاره,X,other
د,X,other
امریکا,NOUN,proper noun
د,X,other
ترهګرۍ,X,other
اړوند,X,other
رپوټ,NOUN,noun
کې,PRT,particle
دا,DET,determiner
منل,X,other
شوې,VERB,verb
چې,PRT,particle
د,X,other
داعش,X,other
ډلې,X,other
ضد,ADV,adverb
نړیوال,ADJ,adjective
ایتلاف,NOUN,noun
کې,PRT,particle
افغانستان,NOUN,proper noun
یوازینی,NOUN,proper noun
غړی,X,other
هېواد,NOUN,noun
دی,VERB,verb
چې,PRT,particle
په,PRT,particle
سویلي,X,other
او,CONJ,coordinating conjunction
منځنۍ,CONJ,coordinating conjunction
آسیا,X,other
کې,PRT,particle
یې,ADP,adposition
دې,PRON,pronoun
ډلې,PRON,pronoun
ته,PRT,particle
ماته,PRON,pronoun
ورکړې,NOUN,noun
ده,VERB,verb
.,PUNCT,punctuation
دغه,DET,determiner
راز,PRON,pronoun
د,X,other
افغانستان,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
ویاند,NOUN,noun
ګران,NOUN,noun
هېواد,ADJ,adjective
نن,ADV,adverb
(,PUNCT,punctuation
پنجشنبه,PUNCT,punctuation
جون,NOUN,noun
۲۵,NOUN,noun
),PUNCT,punctuation
یوه,DET,determiner
خبرې,DET,determiner
غونډه,NOUN,noun
کې,PRT,particle
دې,PRON,pronoun
رپوټ,NOUN,noun
ته,PRT,particle
په,PRT,particle
غبرګون,X,other
کې,PRT,particle
وویل,VERB,verb
کابل,NOUN,proper noun
ته,PRT,particle
د,X,other
پاکستان,NOUN,proper noun
د,X,other
پوځ,X,other
د,X,other
لوی,X,other
درستیز,ADJ,adjective
جنرال,X,other
قمر,NOUN,noun
جاوید,NOUN,noun
باجوه,X,other
وروستي,X,other
سفر,NOUN,noun
پرمهال,NOUN,noun
له,PRT,particle
هغه,PRON,pronoun
سره,ADP,adposition
