word,tag,pos
اسېمه,NOUN,noun
اشتراک,NOUN,noun
اسمان لاره,NOUN,noun
اسمان,NOUN,noun
اسرافيل,NOUN,noun
اسراييل,NOUN,noun
اسره,NOUN,noun
اسعار,NOUN,noun
اسفالټ,NOUN,noun
اسقاط,NOUN,noun
اسقف,NOUN,noun
اسمان کټ,NOUN,noun
اسک,NOUN,noun
اسکيمو,NOUN,noun
اسلاف,NOUN,noun
اسلام,NOUN,noun
اسلحه,NOUN,noun
اسلوب,NOUN,noun
اسم,NOUN,noun
اسماعيليه,NOUN,noun
اسکان,NOUN,noun
اشتغ,NOUN,noun
اشتقاق,NOUN,noun
اشتها,NOUN,noun
اصطکاک,NOUN,noun
اصطلاح,NOUN,noun
اصل,NOUN,noun
اصلاح,NOUN,noun
اصولنامه,NOUN,noun
اضافت,NOUN,noun
اضافه کاري,NOUN,noun
اصرار,NOUN,noun
اضداد,NOUN,noun
اضعاف,NOUN,noun
اطاعت,NOUN,noun
اطراح,NOUN,noun
اطراف,NOUN,noun
اطفائيه,NOUN,noun
اطلاع,NOUN,noun
اطلاعيه,NOUN,noun
اضطراب,NOUN,noun
اصحاب,NOUN,noun
اصالت,NOUN,noun
اشول,NOUN,noun
اشتهار,NOUN,noun
اشتوکه,NOUN,noun
اشتياق,NOUN,noun
اشخار,NOUN,noun
اشخاص,NOUN,noun
اشر,NOUN,noun
اشراف,NOUN,noun
اشرپۍ,NOUN,noun
اشعار,NOUN,noun
اشغال,NOUN,noun
اشغالګر,NOUN,noun
اشکال,NOUN,noun
اشنا,NOUN,noun
اشنايي,NOUN,noun
اشنای,NOUN,noun
اشنغر,NOUN,noun
اشواره,NOUN,noun
اوب,NOUN,noun
اربه,NOUN,noun
اوباز,NOUN,noun
اوبال,NOUN,noun
بربريت,NOUN,noun
بربوزک,NOUN,noun
بربوڼی,NOUN,noun
برتانيه,NOUN,noun
برج,NOUN,noun
برچه,NOUN,noun
برخه,NOUN,noun
بربر,NOUN,noun
برزاله,NOUN,noun
برسات,NOUN,noun
برساتۍ,NOUN,noun
برغ,NOUN,noun
برغزووی,NOUN,noun
برغنډ,NOUN,noun
برغه,NOUN,noun
برغو,NOUN,noun
برزو,NOUN,noun
برغولی,NOUN,noun
بربت,NOUN,noun
برأت,NOUN,noun
بدنامي,NOUN,noun
بدنه,NOUN,noun
بدنيتي,NOUN,noun
بدنۍ,NOUN,noun
بدهضمي,NOUN,noun
بدوالی,NOUN,noun
بدي,NOUN,noun
بربادي,NOUN,noun
بديع,NOUN,noun
برابروالی,NOUN,noun
برابري,NOUN,noun
برات,NOUN,noun
برار,NOUN,noun
براعظم,NOUN,noun
برانشيت,NOUN,noun
براورد,NOUN,noun
بدګوماني,NOUN,noun
بدن,NOUN,noun
برغوټ,NOUN,noun
برق,NOUN,noun
بروړ,NOUN,noun
بريا,NOUN,noun
برياليتوب,NOUN,noun
بريد جنرال,NOUN,noun
بريدمن,NOUN,noun
برځه,NOUN,noun
برړه,NOUN,noun
بروځه,NOUN,noun
بری,NOUN,noun
برېت,NOUN,noun
برېزر,NOUN,noun
برېک,NOUN,noun
برېښ,NOUN,noun
برېښنا,NOUN,noun
بزرګ,NOUN,noun
بزرګه مياشت,NOUN,noun
بری ليک,NOUN,noun
برف کوچ,NOUN,noun
بروه,NOUN,noun
برهمن,NOUN,noun
برقي,NOUN,noun
برکت,NOUN,noun
برکه,NOUN,noun
برکۍ,NOUN,noun
برله,NOUN,noun
برلوکی,NOUN,noun
برلين,NOUN,noun
بروزه,NOUN,noun
برم,NOUN,noun
برمته,NOUN,noun
برمک,NOUN,noun
برمل,NOUN,noun
برمه,NOUN,noun
برندی,NOUN,noun
برنډه,NOUN,noun
برهار,NOUN,noun
برما,NOUN,noun
بزغلی,NOUN,noun
بدمرغي,NOUN,noun
بدله,NOUN,noun
باړ,NOUN,noun
باړخو,NOUN,noun
رمبه,NOUN,noun
باښه,NOUN,noun
باڼس,NOUN,noun
باڼو,NOUN,noun
باڼيچخ,NOUN,noun
باډۍ,NOUN,noun
بای,NOUN,noun
ببو,NOUN,noun
ببوزی,NOUN,noun
ببۍ,NOUN,noun
بت,NOUN,noun
بت پرست,NOUN,noun
بت پرستي,NOUN,noun
بتخانه,NOUN,noun
ببری,NOUN,noun
بتکۍ,NOUN,noun
باډاسکي,NOUN,noun
باټينګڼ,NOUN,noun
باني,NOUN,noun
بانين,NOUN,noun
بانټ,NOUN,noun
بانډ,NOUN,noun
بانډار,NOUN,noun
بانډه,NOUN,noun
بانګ,NOUN,noun
باټې,NOUN,noun
باهو,NOUN,noun
باورليک,NOUN,noun
باولۍ,NOUN,noun
باوو,NOUN,noun
بايسکل,NOUN,noun
بايع,NOUN,noun
بايکاټ,NOUN,noun
باټه,NOUN,noun
باور,NOUN,noun
بدلون,NOUN,noun
بتۍ,NOUN,noun
بجله,NOUN,noun
بخښښ,NOUN,noun
بخۍ,NOUN,noun
بد رد,NOUN,noun
بداخلاقي,NOUN,noun
بدامني,NOUN,noun
بدبختي,NOUN,noun
بدبويي,NOUN,noun
بخښنه,NOUN,noun
بدبيني,NOUN,noun
بدر,NOUN,noun
بدره,NOUN,noun
بدري,NOUN,noun
بدرګه,NOUN,noun
بدسلوکي,NOUN,noun
بدعت,NOUN,noun
بدل,NOUN,noun
بدخويي,NOUN,noun
بجلکه,NOUN,noun
بخيلي,NOUN,noun
بخل,NOUN,noun
بجه,NOUN,noun
بجړانګی,NOUN,noun
بچت,NOUN,noun
بچک,NOUN,noun
بچوړی,NOUN,noun
بچی,NOUN,noun
بحث,NOUN,noun
بخمل,NOUN,noun
بحر,NOUN,noun
بحران,NOUN,noun
بحريه,NOUN,noun
بحيره,NOUN,noun
بخار,NOUN,noun
بخارا,NOUN,noun
بخارۍ,NOUN,noun
بخت,NOUN,noun
بحر الکاهل,NOUN,noun
بانه,NOUN,noun
بزکشي,NOUN,noun
بزه,NOUN,noun
بنيادم,NOUN,noun
بنيان,NOUN,noun
بنيه,NOUN,noun
بنډ,NOUN,noun
بنډار,NOUN,noun
بنډل,NOUN,noun
بنګله,NOUN,noun
بنياد,NOUN,noun
بنګله دېش,NOUN,noun
بنګي,NOUN,noun
بنګړيوال,NOUN,noun
بنګړی,NOUN,noun
بنګښ,NOUN,noun
بنګې,NOUN,noun
بنۍ,NOUN,noun
بهانه,NOUN,noun
بنګهار,NOUN,noun
بهاڼ,NOUN,noun
بنوڅي,NOUN,noun
بنسټ,NOUN,noun
بنايي,NOUN,noun
بنجاره,NOUN,noun
بنجارګي,NOUN,noun
بنداژ,NOUN,noun
بندر,NOUN,noun
بنده,NOUN,noun
بندوالی,NOUN,noun
بنغشه,NOUN,noun
بندوړ,NOUN,noun
بندي توب,NOUN,noun
بنديز,NOUN,noun
بنديوان,NOUN,noun
بندښت,NOUN,noun
بندۍ,NOUN,noun
بنزين,NOUN,noun
بنزی,NOUN,noun
بندي,NOUN,noun
بنا,NOUN,noun
بهتان,NOUN,noun
بهير,NOUN,noun
بورۍ,NOUN,noun
بوزغلی,NOUN,noun
بوس,NOUN,noun
بوغ,NOUN,noun
بوغاره,NOUN,noun
بوغره,NOUN,noun
بوغمه,NOUN,noun
بورګی,NOUN,noun
بوک,NOUN,noun
بول,NOUN,noun
بولک,NOUN,noun
بولي,NOUN,noun
بولۍ,NOUN,noun
بوميا,NOUN,noun
بوټ,NOUN,noun
بوډا,NOUN,noun
بوکسنګ,NOUN,noun
بهي,NOUN,noun
بورډ,NOUN,noun
بوره,NOUN,noun
بهېدنه,NOUN,noun
بواسير,NOUN,noun
بوالهوسي,NOUN,noun
بوتکۍ,NOUN,noun
بوجۍ,NOUN,noun
بوخچه,NOUN,noun
بود,NOUN,noun
بوريا,NOUN,noun
بودا,NOUN,noun
بوده,NOUN,noun
بورا,NOUN,noun
بوراني,NOUN,noun
بورجل,NOUN,noun
بورژوا,NOUN,noun
بورژوازي,NOUN,noun
بورس,NOUN,noun
بودجه,NOUN,noun
بزم,NOUN,noun
بمپر,NOUN,noun
بمبل,NOUN,noun
بشکه,NOUN,noun
بصيرت,NOUN,noun
بطلان,NOUN,noun
بطن,NOUN,noun
بطيطه,NOUN,noun
بعد,NOUN,noun
بغاره,NOUN,noun
بشريت,NOUN,noun
بغاوت,NOUN,noun
بغض,NOUN,noun
بغل,NOUN,noun
بغنه,NOUN,noun
بغېړنه,NOUN,noun
بقال,NOUN,noun
بقالي,NOUN,noun
بقايا,NOUN,noun
بغرۍ,NOUN,noun
بکارت,NOUN,noun
بشره,NOUN,noun
بشر شناسي,NOUN,noun
بزهار,NOUN,noun
بزګر,NOUN,noun
بزګري,NOUN,noun
بسپنه,NOUN,noun
بست,NOUN,noun
بستره,NOUN,noun
بستره بند,NOUN,noun
بشرپال,NOUN,noun
بسته,NOUN,noun
بسنه,NOUN,noun
بسوه,NOUN,noun
بشپړونه,NOUN,noun
بشپړېدنه,NOUN,noun
بشر,NOUN,noun
بشر پېژندنه,NOUN,noun
بشر دوستي,NOUN,noun
بسمه,NOUN,noun
بمبه,NOUN,noun
بکر,NOUN,noun
بکس,NOUN,noun
بلوا,NOUN,noun
بلوچستان,NOUN,noun
بلور,NOUN,noun
بلوط,NOUN,noun
بلوغ,NOUN,noun
بلوک,NOUN,noun
بلوک مشر,NOUN,noun
بلهوس,NOUN,noun
بلول,NOUN,noun
بلوڅ,NOUN,noun
بليارډ,NOUN,noun
بلډوزر,NOUN,noun
بلګ,NOUN,noun
بلۍ,NOUN,noun
بمباري,NOUN,noun
بمبره,NOUN,noun
بلوټ,NOUN,noun
بکرۍ,NOUN,noun
بلنډه,NOUN,noun
بلنه,NOUN,noun
بکلوريا,NOUN,noun
بلا,NOUN,noun
بلاربه,NOUN,noun
بلاغت,NOUN,noun
بلاک,NOUN,noun
بلبل,NOUN,noun
بلبله,NOUN,noun
بلنځه,NOUN,noun
بلخ,NOUN,noun
بلشويک,NOUN,noun
بلغاريه,NOUN,noun
بلغاک,NOUN,noun
بلغم,NOUN,noun
بلک,NOUN,noun
بللګۍ,NOUN,noun
بلن ليک,NOUN,noun
بلشويزم,NOUN,noun
بانکداري,NOUN,noun
بانک,NOUN,noun
بانجڼ,NOUN,noun
اوړی,NOUN,noun
اوږدغوږی,NOUN,noun
اوږده,NOUN,noun
اوږده ساره,NOUN,noun
اوږده مېږيانه,NOUN,noun
اوږدوالی,NOUN,noun
اوږمکه,NOUN,noun
اوړه,NOUN,noun
اوږمۍ,NOUN,noun
اوږۍ,NOUN,noun
اوښ,NOUN,noun
اوښ مرغه,NOUN,noun
اوښاره,NOUN,noun
اوښبنه,NOUN,noun
اوښبه,NOUN,noun
اوښبون,NOUN,noun
اوږه,NOUN,noun
اوښکه,NOUN,noun
اوړبه,NOUN,noun
اوټۍ,NOUN,noun
اولجه,NOUN,noun
اولس,NOUN,noun
اولس ګلوي,NOUN,noun
اولسوال,NOUN,noun
اولسوالي,NOUN,noun
اولمپيک,NOUN,noun
اومال,NOUN,noun
اوڅکک,NOUN,noun
اومان,NOUN,noun
اونس,NOUN,noun
اونګ,NOUN,noun
اونۍ,NOUN,noun
اوهام,NOUN,noun
اوينه,NOUN,noun
اويه,NOUN,noun
اوټي,NOUN,noun
اوموالی,NOUN,noun
اولاد,NOUN,noun
اوښکۍ,NOUN,noun
اوښېمه,NOUN,noun
ايره,NOUN,noun
ايرۍ,NOUN,noun
ايرې,NOUN,noun
ايز,NOUN,noun
ايزک,NOUN,noun
ايشله,NOUN,noun
ايشېدنه,NOUN,noun
ايرنۍ,NOUN,noun
ايله جاري,NOUN,noun
ايمان,NOUN,noun
اينچ,NOUN,noun
اينداره,NOUN,noun
اينده,NOUN,noun
اينکو,NOUN,noun
اينکی,NOUN,noun
اينه,NOUN,noun
ايلۍ,NOUN,noun
اوښی,NOUN,noun
ايرم,NOUN,noun
ايراو,NOUN,noun
اوګره,NOUN,noun
اوګۍ,NOUN,noun
اوڼی,NOUN,noun
اوېجه,NOUN,noun
ايالت,NOUN,noun
ايثار,NOUN,noun
ايجاب,NOUN,noun
ايرغالی,NOUN,noun
ايجاد,NOUN,noun
ايجنسي,NOUN,noun
ايجنټ,NOUN,noun
ايجړا,NOUN,noun
ايداد,NOUN,noun
اير,NOUN,noun
ايراد,NOUN,noun
ايران,NOUN,noun
ايجاز,NOUN,noun
اينځر,NOUN,noun
اوکی,NOUN,noun
اوغه,NOUN,noun
اور,NOUN,noun
اور لړونی,NOUN,noun
اور لګونی,NOUN,noun
اوراد,NOUN,noun
اوراق,NOUN,noun
اورانوس,NOUN,noun
اوراورکی,NOUN,noun
اودوم,NOUN,noun
اوربشکه,NOUN,noun
اوربشينه,NOUN,noun
اوربل,NOUN,noun
اوربلکي,NOUN,noun
اوربند,NOUN,noun
اوربه,NOUN,noun
اوربوز,NOUN,noun
اورپښت,NOUN,noun
اوربشه,NOUN,noun
اورته,NOUN,noun
اوده ګر,NOUN,noun
اودس مات,NOUN,noun
اوبتل,NOUN,noun
اوبدنه,NOUN,noun
اوبه,NOUN,noun
اوبړۍ,NOUN,noun
اوبڼه,NOUN,noun
اوپاش,NOUN,noun
اوتو,NOUN,noun
اوده,NOUN,noun
اوج,NOUN,noun
اوجغونه,NOUN,noun
اوجوشه,NOUN,noun
اوچتوالی,NOUN,noun
اوچکول,NOUN,noun
اوخۍ,NOUN,noun
اودان,NOUN,noun
اودس,NOUN,noun
اوجره,NOUN,noun
اوقاف,NOUN,noun
اورغالی,NOUN,noun
اورغۍ,NOUN,noun
اورۍ,NOUN,noun
اوز,NOUN,noun
اوزار,NOUN,noun
اوزغنه,NOUN,noun
اوژغنه,NOUN,noun
اوژغونه,NOUN,noun
اوسار,NOUN,noun
اورڼی,NOUN,noun
اوسپنه,NOUN,noun
اوسترۍ خور,NOUN,noun
اوسط,NOUN,noun
اوسۍ,NOUN,noun
اوسېدنه,NOUN,noun
اوسېلی,NOUN,noun
اوصاف,NOUN,noun
اوضاع,NOUN,noun
اوستا,NOUN,noun
اورغوی,NOUN,noun
اورګډی,NOUN,noun
اورګان,NOUN,noun
اورکی,NOUN,noun
اورلوبه,NOUN,noun
اورلګيت,NOUN,noun
اورلګېدنه,NOUN,noun
اورمکی,NOUN,noun
اورمولی,NOUN,noun
اورمېږ,NOUN,noun
اورګاډی,NOUN,noun
اورنوسی,NOUN,noun
اوروغ,NOUN,noun
اوريا,NOUN,noun
اوريځ,NOUN,noun
اورټک,NOUN,noun
اورډکی,NOUN,noun
اورږه,NOUN,noun
اورښت,NOUN,noun
اوره,NOUN,noun
اينڅۍ,NOUN,noun
اينګه,NOUN,noun
ايټاليه,NOUN,noun
بادرنګ,NOUN,noun
بادرۍ,NOUN,noun
بادشاه,NOUN,noun
بادغېس,NOUN,noun
بادفرنګ,NOUN,noun
بادکويه,NOUN,noun
بادکښ,NOUN,noun
بادخور,NOUN,noun
بادوان,NOUN,noun
باديان,NOUN,noun
بادګوله,NOUN,noun
باران,NOUN,noun
بارانۍ,NOUN,noun
بارتنګ,NOUN,noun
بارجامه,NOUN,noun
بارچالاني,NOUN,noun
بادي اوښ,NOUN,noun
بارچک,NOUN,noun
بادجړۍ,NOUN,noun
بادپکه,NOUN,noun
باتوري,NOUN,noun
باتينګړ,NOUN,noun
باج,NOUN,noun
باجره,NOUN,noun
باجه,NOUN,noun
باجړ,NOUN,noun
باچا,NOUN,noun
بادپښ,NOUN,noun
باچاهي,NOUN,noun
باد,NOUN,noun
بادار,NOUN,noun
باداري,NOUN,noun
بادام,NOUN,noun
بادامه,NOUN,noun
بادبېزي,NOUN,noun
بادبېزی,NOUN,noun
باختر,NOUN,noun
بابېړی,NOUN,noun
بارخو,NOUN,noun
بارکزی,NOUN,noun
باغکه,NOUN,noun
باغلي,NOUN,noun
باغوان,NOUN,noun
باغواني,NOUN,noun
باغۍ,NOUN,noun
باک,NOUN,noun
باکره,NOUN,noun
باغچه,NOUN,noun
بالاپوښ,NOUN,noun
بالکن,NOUN,noun
بالون,NOUN,noun
بالښت,NOUN,noun
بالۍ,NOUN,noun
بام,NOUN,noun
باميان,NOUN,noun
باميه,NOUN,noun
بالاخانه,NOUN,noun
بارک,NOUN,noun
باغ والا,NOUN,noun
باطن,NOUN,noun
بارکښ,NOUN,noun
بارنامه,NOUN,noun
باره,NOUN,noun
باروت,NOUN,noun
بارومېټر,NOUN,noun
باريکي,NOUN,noun
بارټري,NOUN,noun
باغ,NOUN,noun
باز,NOUN,noun
بازو,NOUN,noun
بازۍ,NOUN,noun
باس,NOUN,noun
باسکټ بال,NOUN,noun
باسمه,NOUN,noun
باسوادي,NOUN,noun
باصره,NOUN,noun
بازار,NOUN,noun
بابۍ,NOUN,noun
بابړ,NOUN,noun
بابولاله,NOUN,noun
اډې,NOUN,noun
اړاو,NOUN,noun
اړتيا,NOUN,noun
اړخ,NOUN,noun
اړخی,NOUN,noun
اړکی,NOUN,noun
اړکۍ,NOUN,noun
اډوکی,NOUN,noun
اړنګ,NOUN,noun
اړودوړ,NOUN,noun
اړوک,NOUN,noun
اړوښتي,NOUN,noun
اړيکه,NOUN,noun
اښ,NOUN,noun
اګا بګا,NOUN,noun
اګريمان,NOUN,noun
اړوب,NOUN,noun
اګل,NOUN,noun
اډه,NOUN,noun
اډ,NOUN,noun
ايټم,NOUN,noun
ايډيال,NOUN,noun
ايډيالوجي,NOUN,noun
ايړ,NOUN,noun
ايږ,NOUN,noun
اټک,NOUN,noun
اټکل,NOUN,noun
اډاوڼه,NOUN,noun
اټکۍ,NOUN,noun
اټوال,NOUN,noun
اټۍ,NOUN,noun
اټېران,NOUN,noun
اڅا,NOUN,noun
اڅکزی,NOUN,noun
اڅکيزه,NOUN,noun
اڅه,NOUN,noun
اټه,NOUN,noun
اګن,NOUN,noun
اګۍ,NOUN,noun
اېل,NOUN,noun
آفت,NOUN,noun
آلو,NOUN,noun
آلوچه,NOUN,noun
آمر,NOUN,noun
آواز,NOUN,noun
آوازه,NOUN,noun
آوېز,NOUN,noun
آشک,NOUN,noun
آيت,NOUN,noun
ب,NOUN,noun
باب,NOUN,noun
بابا,NOUN,noun
باباآدم,NOUN,noun
بابايي,NOUN,noun
بابت,NOUN,noun
بابک,NOUN,noun
آيسلينډ,NOUN,noun
آش,NOUN,noun
آسټريا,NOUN,noun
آسانتيا,NOUN,noun
آب,NOUN,noun
آخذه,NOUN,noun
آخر,NOUN,noun
آخرت,NOUN,noun
آداب,NOUN,noun
آدات,NOUN,noun
آرزو,NOUN,noun
آرن,NOUN,noun
آريانه,NOUN,noun
آرين,NOUN,noun
آرټ,NOUN,noun
آرټيست,NOUN,noun
آزادي,NOUN,noun
آزار,NOUN,noun
آزموينه,NOUN,noun
آژانس,NOUN,noun
آس,NOUN,noun
اوبازي,NOUN,noun
بوډۍ,NOUN,noun
اربکی,NOUN,noun
اراټ,NOUN,noun
موسیقي,NOUN,noun
هېوادي جرګه,NOUN,noun
ګوند,NOUN,noun
ساډوبي,NOUN,noun
چڼي,NOUN,noun
چڼی,NOUN,noun
پېريان,NOUN,noun
دود,NOUN,noun
پېرۍ,NOUN,noun
پښېماني,NOUN,noun
پرښته,NOUN,noun
اسپې,NOUN,noun
شيګره,NOUN,noun
ليکاڼی,NOUN,noun
لوستليکی,NOUN,noun
ښه راغلاست,NOUN,noun
پېری,NOUN,noun
لرګي,NOUN,noun
پیشۍ,NOUN,noun
لوبڅار,NOUN,noun
خراسان,NOUN,noun
وينګ,NOUN,noun
آبداري,NOUN,noun
ابره,NOUN,noun
امامباړه,NOUN,noun
آببازي,NOUN,noun
آبباز,NOUN,noun
کړ,NOUN,noun
کتابتون,NOUN,noun
د چټکه خوړو رستورانت,NOUN,noun
ولسي وګړی,NOUN,noun
ولسي وګړي,NOUN,noun
د امریکا متحده ایالات,NOUN,noun
سپین زر,NOUN,noun
کلچې,NOUN,noun
غونډله,NOUN,noun
چټکه خواړه,NOUN,noun
ڼوڼۍ,NOUN,noun
ډیوه,NOUN,noun
اوغان,NOUN,noun
يماتو,NOUN,noun
ټيز,NOUN,noun
پسکۍ,NOUN,noun
اډرکی,NOUN,noun
ګړګړو,NOUN,noun
ګني,NOUN,noun
ګنې,NOUN,noun
پانګه اچونه,NOUN,noun
بښنه,NOUN,noun
نندارغالي,NOUN,noun
توتي، طوطي,NOUN,noun
پنگوئن (سمندرِي مارغه چې لنډې پښې لري او الوتلای نشي),NOUN,noun
کب ( ماهى ) خوړونكى ( مرغه ),NOUN,noun
چتكى,NOUN,noun
هيلۍ یا مُرغابۍ,NOUN,noun
کرکس,NOUN,noun
درملنه,NOUN,noun
اپغان,NOUN,noun
ترهګر,NOUN,noun
ترهګران,NOUN,noun
ولسمشر,NOUN,noun
لمونځ,NOUN,noun
مصرف کول، کارول,NOUN,noun
مخ کښ,NOUN,noun
ویاند,NOUN,noun
برېښنا زېږوونکی,NOUN,noun
ږغ ډوبلې,NOUN,noun
ترهګره,NOUN,noun
پوځي سر لښکر,NOUN,noun
ګوښکه,NOUN,noun
باسۍ,NOUN,noun
غويى,NOUN,noun
ټوکې,NOUN,noun
ځان مرګي بريدونه,NOUN,noun
ځان مرګی بريد,NOUN,noun
ځانوژنه,NOUN,noun
نا څاپه,NOUN,noun
مچ خورکه(یوډول امریکائي مرغۍ),NOUN,noun
نوړۍ,NOUN,noun
ساګانې,NOUN,noun
اوونۍ,NOUN,noun
برېښنابند,NOUN,noun
وټيز غونډال,NOUN,noun
د وټې بنديزونه,NOUN,noun
پلازمېنه,NOUN,noun
تانوکي,NOUN,noun
بنګنه,NOUN,noun
پوهنغونډ,NOUN,noun
د پاکستان جنډه,NOUN,noun
غړيتوب,NOUN,noun
ياماتو,NOUN,noun
تاپه,NOUN,noun
کاپيورې,NOUN,noun
بیرنی خبر,NOUN,noun
ګاډي,NOUN,noun
نړيوال جام,NOUN,noun
د روغې تړون,NOUN,noun
سپارښتنه,NOUN,noun
څونوټ,NOUN,noun
بريدګر,NOUN,noun
سيالی,NOUN,noun
پناه ګاه,NOUN,noun
لوټ ماری,NOUN,noun
شپلي وهنه,NOUN,noun
د سيند غاړه,NOUN,noun
څوکه,NOUN,noun
ماڼي,NOUN,noun
ځان مه چوه,NOUN,noun
سپيڅلي,NOUN,noun
کهڅوړه,NOUN,noun
پېرودونکي,NOUN,noun
پېرودونکې,NOUN,noun
پېرودونکی,NOUN,noun
پلورونکی,NOUN,noun
زوی نيو,NOUN,noun
پلاز,NOUN,noun
بي زړه,NOUN,noun
زمري,NOUN,noun
بنګ,NOUN,noun
چړې,NOUN,noun
شنونكې,NOUN,noun
راښکون ځواک,NOUN,noun
لمريزه/نوريزه  تخته,NOUN,noun
شین چای,NOUN,noun
زیاتره,NOUN,noun
غرڅسنۍ,NOUN,noun
سندرغاړې,NOUN,noun
شکوڼ,NOUN,noun
نندارغاړی,NOUN,noun
میر علي,NOUN,noun
همنوږي پالنه,NOUN,noun
څمول,NOUN,noun
وزیرستان,NOUN,noun
امېد,NOUN,noun
زغردتوب,NOUN,noun
ځغلېدونکی,NOUN,noun
نندار,NOUN,noun
لېوۀ,NOUN,noun
شمېرونکی,NOUN,noun
سا اخستونکی,NOUN,noun
خرۀ,NOUN,noun
غلۀ,NOUN,noun
پړانګان,NOUN,noun
سټيل,NOUN,noun
هڅې,NOUN,noun
ګړګړو بابا,NOUN,noun
ګبوټي,NOUN,noun
پرات,NOUN,noun
ېرترا,NOUN,noun
ژوي,NOUN,noun
ژوې,NOUN,noun
ډېرګړی,NOUN,noun
برخليک,NOUN,noun
پاوانده,NOUN,noun
ګیاه,NOUN,noun
کاپيوره,NOUN,noun
بیلاد,NOUN,noun
بند پاته شوي,NOUN,noun
بټيير,NOUN,noun
پلیکان,NOUN,noun
ځاځ,NOUN,noun
ځاخ,NOUN,noun
غبرګون,NOUN,noun
بربنډتوب,NOUN,noun
بنډارځی,NOUN,noun
وييونه,NOUN,noun
ستونځ,NOUN,noun
کوونکې,NOUN,noun
غويز ستونځ,NOUN,noun
څاڅ,NOUN,noun
آر,NOUN,noun
آرپوهه,NOUN,noun
اورپک,NOUN,noun
رښتې,NOUN,noun
رښته,NOUN,noun
پوردویه,NOUN,noun
ځواک,NOUN,noun
پوردوی,NOUN,noun
پنځونې,NOUN,noun
کرېشمه,NOUN,noun
ځمکي چنجي,NOUN,noun
شونتيا,NOUN,noun
ويب پانړه,NOUN,noun
چابي,NOUN,noun
سنګم,NOUN,noun
ځاني ژوند,NOUN,noun
سولګر,NOUN,noun
تيغنه,NOUN,noun
جوړوونکی,NOUN,noun
صفر، هیڅ،بي معني,NOUN,noun
پنځونه,NOUN,noun
د جامو د وېنځلو مشین,NOUN,noun
تېږه,NOUN,noun
هړتال,NOUN,noun
رېل/ اورګاډی,NOUN,noun
هوایي ډګر,NOUN,noun
نوږونه,NOUN,noun
غويي,NOUN,noun
پردوی,NOUN,noun
پاتوړی,NOUN,noun
جرنده,NOUN,noun
موټک,NOUN,noun
وچکښی,NOUN,noun
ليکانی,NOUN,noun
ليکنی,NOUN,noun
توکموال,NOUN,noun
ګرځنده لرغږون,NOUN,noun
چنډال,NOUN,noun
یستنه,NOUN,noun
نياوتون,NOUN,noun
کلک اعتراض,NOUN,noun
غو,NOUN,noun
هېوادپاله,NOUN,noun
شنونكى,NOUN,noun
همنوږې پاله,NOUN,noun
چړچه,NOUN,noun
مورواكي,NOUN,noun
وګړواکي,NOUN,noun
سنډاسي,NOUN,noun
ټاكنه,NOUN,noun
دوه نوږى پالنه,NOUN,noun
دوه نوږى پالان,NOUN,noun
دوه نوږى پاله,NOUN,noun
دوه نوږى پال,NOUN,noun
پېښليک,NOUN,noun
بادرو,NOUN,noun
بابکو,NOUN,noun
استراليا,NOUN,noun
سره شنه,NOUN,noun
پرمختيا,NOUN,noun
دوی ساز,NOUN,noun
دوی,NOUN,noun
کوڅه ګرد,NOUN,noun
ستوګه,NOUN,noun
ډګه,NOUN,noun
څېړنتون,NOUN,noun
ټولنيز جال,NOUN,noun
کونګ,NOUN,noun
شيطان ډوله کس,NOUN,noun
خپرونه,NOUN,noun
د نياو غورځنګ,NOUN,noun
وراسته,NOUN,noun
خنځير,NOUN,noun
برسېر,NOUN,noun
روڼوالى,NOUN,noun
مزدك,NOUN,noun
جومات,NOUN,noun
خوله,NOUN,noun
شوګيره,NOUN,noun
خوږ غاړې,NOUN,noun
خوږ غاړی,NOUN,noun
کفشناسى,NOUN,noun
سيندګی,NOUN,noun
ګنډکپان,NOUN,noun
مڼي,NOUN,noun
چاودنه,NOUN,noun
سروښت,NOUN,noun
موږکان,NOUN,noun
کحار,NOUN,noun
پپه,NOUN,noun
باز، باښه,NOUN,noun
ماهي خوړونکی مرغه,NOUN,noun
شیڼ ټاغی,NOUN,noun
امریکايي کرکس,NOUN,noun
كټمير (قمرى),NOUN,noun
کنري,NOUN,noun
ستنې,NOUN,noun
ميندې,NOUN,noun
باچخه,NOUN,noun
کوډې,NOUN,noun
کوډه,NOUN,noun
شنده,NOUN,noun
اوبه شته,NOUN,noun
ستاينوم,NOUN,noun
کړتې,NOUN,noun
ولسي هېواديز ګوند,NOUN,noun
شونډې,NOUN,noun
شرير کس,NOUN,noun
ناوړه ښځه,NOUN,noun
پښه,NOUN,noun
ګوتڅنډنه,NOUN,noun
کنډوالي,NOUN,noun
لاريون,NOUN,noun
همنوږي پالان,NOUN,noun
زياتون,NOUN,noun
نياوتوني سمښت,NOUN,noun
وټیزه ستونزه,NOUN,noun
دپكه,NOUN,noun
يبي ځواک,NOUN,noun
يبي اتل,NOUN,noun
تور لګول,NOUN,noun
تفریح,NOUN,noun
چارواک,NOUN,noun
چارواکي,NOUN,noun
استوزه,NOUN,noun
صوجي,NOUN,noun
يبي هېواد,NOUN,noun
پښي,NOUN,noun
ګړدود,NOUN,noun
